timestamp,strategy,reason,duration_s
2020-08-06 00:00:00+00:00,rolling_sarima,scheduled,18.856135845184326
2020-08-07 00:00:00+00:00,rolling_sarima,scheduled,18.930810689926147
2020-08-08 00:00:00+00:00,rolling_sarima,scheduled,17.86864161491394
2020-08-09 00:00:00+00:00,rolling_sarima,scheduled,17.30308175086975
2020-08-10 00:00:00+00:00,rolling_sarima,scheduled,17.734797477722168
2020-08-11 00:00:00+00:00,rolling_sarima,scheduled,20.652809619903564
2020-08-12 00:00:00+00:00,rolling_sarima,scheduled,26.495895385742188
2020-08-13 00:00:00+00:00,rolling_sarima,scheduled,25.0407657623291
2020-08-14 00:00:00+00:00,rolling_sarima,scheduled,25.287134408950806
2020-08-15 00:00:00+00:00,rolling_sarima,scheduled,25.806980848312378
2020-08-15 10:00:00+00:00,rolling_sarima,drift,26.127130270004272
2020-08-16 00:00:00+00:00,rolling_sarima,scheduled,25.13795018196106
2020-08-17 00:00:00+00:00,rolling_sarima,scheduled,25.11577820777893
2020-08-18 00:00:00+00:00,rolling_sarima,scheduled,25.591413974761963
2020-08-19 00:00:00+00:00,rolling_sarima,scheduled,30.96213936805725
2020-08-20 00:00:00+00:00,rolling_sarima,scheduled,24.967040538787842
2020-08-21 00:00:00+00:00,rolling_sarima,scheduled,24.46610188484192
2020-08-22 00:00:00+00:00,rolling_sarima,scheduled,18.646028995513916
2020-08-23 00:00:00+00:00,rolling_sarima,scheduled,17.984385013580322
2020-08-24 00:00:00+00:00,rolling_sarima,scheduled,19.301828622817993
2020-08-25 00:00:00+00:00,rolling_sarima,scheduled,19.39215660095215
2020-08-26 00:00:00+00:00,rolling_sarima,scheduled,17.64581847190857
2020-08-27 00:00:00+00:00,rolling_sarima,scheduled,19.249093532562256
2020-08-28 00:00:00+00:00,rolling_sarima,scheduled,18.19673442840576
2020-08-29 00:00:00+00:00,rolling_sarima,scheduled,18.462639570236206
2020-08-30 00:00:00+00:00,rolling_sarima,scheduled,18.659712076187134
2020-08-31 00:00:00+00:00,rolling_sarima,scheduled,18.58220148086548
2020-09-01 00:00:00+00:00,rolling_sarima,scheduled,18.567529439926147
2020-09-02 00:00:00+00:00,rolling_sarima,scheduled,18.765094995498657
2020-09-03 00:00:00+00:00,rolling_sarima,scheduled,18.128669261932373
2020-09-04 00:00:00+00:00,rolling_sarima,scheduled,17.09304642677307
2020-09-05 00:00:00+00:00,rolling_sarima,scheduled,19.441391229629517
2020-09-06 00:00:00+00:00,rolling_sarima,scheduled,18.573742866516113
2020-09-07 00:00:00+00:00,rolling_sarima,scheduled,18.8170747756958
2020-09-08 00:00:00+00:00,rolling_sarima,scheduled,18.628875732421875
2020-09-09 00:00:00+00:00,rolling_sarima,scheduled,17.86584234237671
2020-09-10 00:00:00+00:00,rolling_sarima,scheduled,18.324233770370483
2020-09-11 00:00:00+00:00,rolling_sarima,scheduled,16.61080026626587
2020-09-12 00:00:00+00:00,rolling_sarima,scheduled,17.135284662246704
2020-09-13 00:00:00+00:00,rolling_sarima,scheduled,18.95302414894104
2020-09-14 00:00:00+00:00,rolling_sarima,scheduled,17.747644186019897
2020-09-15 00:00:00+00:00,rolling_sarima,scheduled,18.43681836128235
2020-09-16 00:00:00+00:00,rolling_sarima,scheduled,18.642667531967163
2020-09-17 00:00:00+00:00,rolling_sarima,scheduled,18.272189140319824
